,root:Host-associated:Human,Unknown
SRR6444162,0.9999927,7.2717667e-06
ERR1297787,0.9999927,7.2717667e-06
ERR2309091,0.9999927,7.2717667e-06
ERR499848,0.9999927,7.2717667e-06
ERR1309752,0.9999927,7.2717667e-06
ERR1759886,0.9999927,7.2717667e-06
ERR1759909,0.9999927,7.2717667e-06
SRR3732552,0.9999927,7.2717667e-06
SRR5467848,0.9999927,7.2717667e-06
SRR7449411,0.9999927,7.2717667e-06
ERR451143,0.9999927,7.2717667e-06
ERR2198047,0.9999927,7.2717667e-06
SRR6932544,0.9999927,7.2717667e-06
ERR1314504,0.9999927,7.2717667e-06
SRR1632426,0.9999927,7.2717667e-06
ERR1311423,0.9999927,7.2717667e-06
ERR3006010,0.9999927,7.2717667e-06
SRR6367310,0.9999927,7.2717667e-06
SRR5868797,0.9999927,7.2717667e-06
SRR6931332,0.9999927,7.2717667e-06
SRR5165992,0.9999927,7.2717667e-06
SRR6932345,0.9999927,7.2717667e-06
ERR365888,0.9999927,7.2717667e-06
ERR866787,0.9999927,7.2717667e-06
SRR1660109,0.9999927,7.2717667e-06
SRR1631321,0.9999927,7.2717667e-06
SRR2145433,0.9999927,7.2717667e-06
SRR5467918,0.9999927,7.2717667e-06
ERR1384757,0.9999927,7.2717667e-06
ERR443672,0.9999927,7.2717667e-06
SRR1653632,0.9999927,7.2717667e-06
ERR531747,0.9999927,7.2717667e-06
ERR1310078,0.9999927,7.2717667e-06
SRR6451764,0.9999927,7.2717667e-06
SRR3095042,0.9999927,7.2717667e-06
ERR209462,0.9999927,7.2717667e-06
ERR368851,0.9999927,7.2717667e-06
ERR500814,0.9999927,7.2717667e-06
ERR2511222,0.9999927,7.2717667e-06
SRR2658316,0.9999927,7.2717667e-06
SRR1949065,0.9999927,7.2717667e-06
SRR6408915,0.9999927,7.2717667e-06
SRR6038487,0.9999927,7.2717667e-06
ERR2002144,0.9999927,7.2717667e-06
SRR5467716,0.9999927,7.2717667e-06
SRR996241,0.9999927,7.2717667e-06
ERR444264,0.9999927,7.2717667e-06
DRR018764,0.9999927,7.2717667e-06
ERR1382878,0.9999927,7.2717667e-06
ERR1331864,0.9999927,7.2717667e-06
SRR1618236,0.9999927,7.2717667e-06
ERR365847,0.9999927,7.2717667e-06
ERR1311420,0.9999927,7.2717667e-06
ERR1383753,0.9999927,7.2717667e-06
SRR7448579,0.9999927,7.2717667e-06
ERR1385134,0.9999927,7.2717667e-06
ERR1624716,0.9999927,7.2717667e-06
SRR3053358,0.9999927,7.2717667e-06
SRR6028347,0.9999927,7.2717667e-06
DRR018386,0.9999927,7.2717667e-06
ERR1382803,0.9999927,7.2717667e-06
ERR139118,0.9999927,7.2717667e-06
DRR042819,0.9999927,7.2717667e-06
ERR1331787,0.9999927,7.2717667e-06
SRR7449439,0.9999927,7.2717667e-06
ERR2849488,0.9999927,7.2717667e-06
SRR1461309,0.9999927,7.2717667e-06
ERR2198668,0.9999927,7.2717667e-06
DRR041926,0.9999927,7.2717667e-06
SRR8356376,0.9999927,7.2717667e-06
ERR500476,0.9999927,7.2717667e-06
ERR2511151,0.9999927,7.2717667e-06
ERR1384815,0.9999927,7.2717667e-06
SRR3362269,0.9999927,7.2717667e-06
SRR6264105,0.9999927,7.2717667e-06
SRR996769,0.9999927,7.2717667e-06
ERR1311131,0.9999927,7.2717667e-06
ERR2738694,0.9999927,7.2717667e-06
SRR6932264,0.9999927,7.2717667e-06
SRR6412158,0.9999927,7.2717667e-06
ERR532017,0.9999927,7.2717667e-06
SRR6444753,0.9999927,7.2717667e-06
ERR532228,0.9999927,7.2717667e-06
SRR995922,0.9999927,7.2717667e-06
ERR1384902,0.9999927,7.2717667e-06
SRR3951203,0.9999927,7.2717667e-06
SRR5983384,0.9999927,7.2717667e-06
ERR107207,0.9999927,7.2717667e-06
ERR1315037,0.9999927,7.2717667e-06
ERR450935,0.9999927,7.2717667e-06
SRR5156187,0.9999927,7.2717667e-06
SRR921071,0.9999927,7.2717667e-06
ERR579624,0.9999927,7.2717667e-06
ERR560790,0.9999927,7.2717667e-06
ERR1760017,0.9999927,7.2717667e-06
ERR1314423,0.9999927,7.2717667e-06
SRR6931659,0.9999927,7.2717667e-06
ERR2002053,0.9999927,7.2717667e-06
SRR2145592,0.9999927,7.2717667e-06
SRR1618330,0.9999927,7.2717667e-06
DRR043879,0.9999927,7.2717667e-06
ERR2001842,0.9999927,7.2717667e-06
SRR6451723,0.9999927,7.2717667e-06
ERR2003128,0.9999927,7.2717667e-06
SRR6931600,0.9999927,7.2717667e-06
ERR2738586,0.9999927,7.2717667e-06
SRR995643,0.9999927,7.2717667e-06
ERR500703,0.9999927,7.2717667e-06
SRR6264653,0.9999927,7.2717667e-06
SRR7453748,0.9999927,7.2717667e-06
SRR5467672,0.9999927,7.2717667e-06
ERR3006015,0.9999927,7.2717667e-06
ERR501012,0.9999927,7.2717667e-06
SRR2761043,0.9999927,7.2717667e-06
ERR719029,0.9999927,7.2717667e-06
ERR2003215,0.9999927,7.2717667e-06
ERR1384831,0.9999927,7.2717667e-06
SRR3732487,0.9999927,7.2717667e-06
SRR6414160,0.9999927,7.2717667e-06
SRR505261,0.9999927,7.2717667e-06
SRR1618081,0.9999926,7.390976e-06
ERR209871,0.9999927,7.2717667e-06
SRR5688044,0.9999927,7.2717667e-06
ERR365935,0.9999927,7.2717667e-06
ERR2730255,0.9999927,7.2717667e-06
ERR365974,0.9999927,7.2717667e-06
SRR388092,0.9999927,7.2717667e-06
SRR1631557,0.9999927,7.2717667e-06
SRR1515169,0.9999927,7.2717667e-06
SRR7448599,0.9999927,7.2717667e-06
SRR7453280,0.9999927,7.2717667e-06
SRR5467733,0.9999927,7.2717667e-06
SRR6931656,0.9999927,7.2717667e-06
SRR6264680,0.9999927,7.2717667e-06
ERR441743,0.9999927,7.2717667e-06
ERR2784813,0.9999927,7.2717667e-06
SRR3647780,0.9999927,7.2717667e-06
ERR499989,0.9999927,7.2717667e-06
ERR1384103,0.9999927,7.2717667e-06
ERR2286332,0.9999927,7.2717667e-06
SRR5155851,0.9999927,7.2717667e-06
SRR5156056,0.9999927,7.2717667e-06
SRR5165811,0.9999927,7.2717667e-06
ERR1384404,0.9999927,7.2717667e-06
SRR1948953,0.9999927,7.2717667e-06
ERR1311085,0.9999927,7.2717667e-06
SRR1461078,0.9999927,7.2717667e-06
ERR2662914,0.9999927,7.2717667e-06
SRR7449337,0.9999927,7.2717667e-06
DRR043805,0.9999927,7.2717667e-06
SRR1631511,0.9999927,7.2717667e-06
SRR6309295,0.9999927,7.2717667e-06
ERR531646,0.9999927,7.2717667e-06
ERR561030,0.9999927,7.2717667e-06
ERR499472,0.9999927,7.2717667e-06
ERR501356,0.9999927,7.2717667e-06
ERR501253,0.9999927,7.2717667e-06
ERR719910,0.9999927,7.2717667e-06
SRR6414220,0.9999927,7.2717667e-06
SRR6028556,0.9999927,7.2717667e-06
SRR6931744,0.9999927,7.2717667e-06
SRR504941,0.9999927,7.2717667e-06
ERR1315453,0.9999927,7.2717667e-06
SRR1618295,0.9999927,7.2717667e-06
SRR7448615,0.9999927,7.2717667e-06
SRR920621,0.9999927,7.2717667e-06
ERR981222,0.9999927,7.2717667e-06
SRR1949117,0.9999927,7.2717667e-06
SRR6411973,0.9999927,7.2717667e-06
ERR1701286,0.9999927,7.2717667e-06
SRR5983387,0.9999927,7.2717667e-06
SRR1618143,0.9999927,7.2717667e-06
ERR1385317,0.9999927,7.2717667e-06
SRR3095108,0.9999927,7.2717667e-06
ERR501235,0.9999927,7.2717667e-06
ERR209845,0.9999927,7.2717667e-06
SRR1704436,0.9999927,7.2717667e-06
ERR1313841,0.9999927,7.2717667e-06
DRR043169,0.9999927,7.2717667e-06
SRR5155812,0.9999927,7.2717667e-06
SRR3361544,0.9999927,7.2717667e-06
SRR3362034,0.9999927,7.2717667e-06
ERR441098,0.9999927,7.2717667e-06
ERR1384453,0.99999267,7.3313713e-06
SRR5947879,0.9999927,7.2717667e-06
ERR2739221,0.9999927,7.2717667e-06
SRR1949331,0.9999927,7.2717667e-06
ERR2738843,0.9999927,7.2717667e-06
ERR444558,0.9999927,7.2717667e-06
ERR209406,0.9999927,7.2717667e-06
SRR2154895,0.9999927,7.2717667e-06
ERR1971211,0.9999927,7.2717667e-06
SRR994880,0.9999927,7.2717667e-06
ERR2511330,0.9999927,7.2717667e-06
SRR7448650,0.9999927,7.2717667e-06
SRR6038451,0.9999927,7.2717667e-06
ERR579334,0.9999927,7.2717667e-06
ERR531780,0.9999927,7.2717667e-06
SRR2657983,0.9999927,7.2717667e-06
ERR720161,0.9999927,7.2717667e-06
SRR6414384,0.9999927,7.2717667e-06
SRR6409264,0.9999927,7.2717667e-06
ERR1314632,0.9999927,7.2717667e-06
ERR2002259,0.9999927,7.2717667e-06
SRR5870290,0.9999927,7.2717667e-06
ERR1987752,0.9999927,7.2717667e-06
SRR7448658,0.9999927,7.2717667e-06
ERR522454,0.9999927,7.2717667e-06
SRR3503260,0.9999927,7.2717667e-06
ERR1311509,0.9999927,7.2717667e-06
ERR1109484,0.9999927,7.2717667e-06
DRR068134,0.9999927,7.2717667e-06
DRR042028,0.9999927,7.2717667e-06
ERR3005948,0.9999927,7.2717667e-06
ERR2011891,0.9999927,7.2717667e-06
SRR6408642,0.9999927,7.2717667e-06
ERR719381,0.9999927,7.2717667e-06
SRR996702,0.9999927,7.2717667e-06
ERR498836,0.9999927,7.2717667e-06
SRR2046637,0.9999927,7.2717667e-06
SRR5870182,0.9999927,7.2717667e-06
ERR1384865,0.9999927,7.2717667e-06
ERR531971,0.9999927,7.2717667e-06
SRR7453747,0.9999927,7.2717667e-06
DRR043044,0.9999927,7.2717667e-06
ERR209674,0.99999267,7.3313713e-06
SRR6264904,0.9999927,7.2717667e-06
SRR5883629,0.9999927,7.2717667e-06
ERR1313454,0.9999927,7.2717667e-06
ERR442052,0.9999927,7.2717667e-06
ERR1310843,0.9999927,7.2717667e-06
SRR5831860,0.9999927,7.2717667e-06
ERR522504,0.9999927,7.2717667e-06
ERR499921,0.9999927,7.2717667e-06
ERR1313401,0.9999927,7.2717667e-06
ERR2511230,0.9999927,7.2717667e-06
ERR532259,0.9999927,7.2717667e-06
ERR1310222,0.9999927,7.2717667e-06
SRR388048,0.9999927,7.2717667e-06
SRR505257,0.9999927,7.2717667e-06
ERR444109,0.9999927,7.2717667e-06
ERR1385510,0.9999927,7.2717667e-06
ERR531526,0.9999927,7.2717667e-06
SRR2761372,0.9999927,7.2717667e-06
SRR1632857,0.9999927,7.2717667e-06
ERR866558,0.9999927,7.2717667e-06
ERR2738829,0.9999927,7.2717667e-06
ERR2739129,0.9999927,7.2717667e-06
ERR1313553,0.9999927,7.2717667e-06
ERR444689,0.9999927,7.2717667e-06
SRR6409090,0.9999927,7.2717667e-06
SRR994610,0.9999927,7.2717667e-06
ERR1384140,0.9999927,7.2717667e-06
ERR2511904,0.9999927,7.2717667e-06
SRR388051,0.9999927,7.2717667e-06
ERR1314609,0.9999927,7.2717667e-06
SRR2086790,0.9999927,7.2717667e-06
SRR7453484,0.9999927,7.2717667e-06
ERR1759905,0.9999927,7.2717667e-06
SRR6409141,0.9999927,7.2717667e-06
ERR2739047,0.9999927,7.2717667e-06
ERR883395,0.9999927,7.2717667e-06
ERR2739212,0.9999927,7.2717667e-06
SRR2154930,0.9999927,7.2717667e-06
DRR043047,0.9999927,7.2717667e-06
ERR561593,0.9999927,7.2717667e-06
SRR6411802,0.9999927,7.2717667e-06
SRR6932238,0.9999927,7.2717667e-06
ERR719145,0.9999927,7.2717667e-06
ERR441964,0.9999927,7.2717667e-06
ERR441730,0.9999927,7.2717667e-06
SRR6411937,0.9999927,7.2717667e-06
SRR6413856,0.9999927,7.2717667e-06
ERR499429,0.9999927,7.2717667e-06
SRR994733,0.9999927,7.2717667e-06
SRR6028169,0.9999927,7.2717667e-06
SRR2145623,0.9999927,7.2717667e-06
ERR2739386,0.9999927,7.2717667e-06
DRR050937,0.9999927,7.2717667e-06
ERR441752,0.9999927,7.2717667e-06
ERR532050,0.99999267,7.3313713e-06
SRR3419400,0.9999927,7.2717667e-06
SRR6451741,0.99999267,7.3313713e-06
DRR048104,0.9999927,7.2717667e-06
DRR029214,0.9999927,7.2717667e-06
ERR500382,0.9999927,7.2717667e-06
SRR7449507,0.9999927,7.2717667e-06
SRR1618315,0.9999927,7.2717667e-06
ERR443397,0.9999927,7.2717667e-06
SRR6263996,0.9999927,7.2717667e-06
SRR5178157,0.9999927,7.2717667e-06
SRR1461562,0.9999927,7.2717667e-06
ERR1328470,0.9999927,7.2717667e-06
SRR3037234,0.9999927,7.2717667e-06
ERR1310501,0.9999927,7.2717667e-06
SRR3094689,0.99999267,7.3313713e-06
SRR6444579,0.9999927,7.2717667e-06
ERR1310220,0.9999927,7.2717667e-06
SRR6264663,0.9999927,7.2717667e-06
SRR1622898,0.9999927,7.2717667e-06
SRR3094840,0.9999927,7.2717667e-06
SRR7454131,0.9999927,7.2717667e-06
ERR1309840,0.9999927,7.2717667e-06
ERR1383652,0.9999927,7.2717667e-06
SRR2981435,0.9999927,7.2717667e-06
SRR7449184,0.9999927,7.2717667e-06
SRR996815,0.9999927,7.2717667e-06
SRR2145552,0.9999927,7.2717667e-06
DRR048177,0.9999927,7.2717667e-06
ERR883442,0.9999927,7.2717667e-06
ERR499735,0.9999927,7.2717667e-06
ERR209900,0.9999927,7.2717667e-06
SRR1950734,0.9999927,7.2717667e-06
ERR560667,0.9999927,7.2717667e-06
SRR6414364,0.9999927,7.2717667e-06
SRR5155933,0.9999927,7.2717667e-06
SRR1949054,0.9999927,7.2717667e-06
SRR6932008,0.9999927,7.2717667e-06
ERR1385490,0.9999927,7.2717667e-06
ERR499062,0.9999927,7.2717667e-06
SRR1660146,0.9999927,7.2717667e-06
ERR1971200,0.9999927,7.2717667e-06
ERR866732,0.9999927,7.2717667e-06
DRR030541,0.9999927,7.2717667e-06
DRR043785,0.9999927,7.2717667e-06
ERR522354,0.9999927,7.2717667e-06
SRR5467695,0.9999927,7.2717667e-06
SRR7453688,0.9999927,7.2717667e-06
ERR720160,0.99999267,7.3313713e-06
SRR3030605,0.9999927,7.2717667e-06
ERR1315267,0.9999927,7.2717667e-06
ERR499979,0.9999927,7.2717667e-06
SRR5196302,0.9999927,7.2717667e-06
SRR995521,0.9999927,7.2717667e-06
SRR996083,0.9999927,7.2717667e-06
SRR7453686,0.9999927,7.2717667e-06
ERR1385258,0.9999927,7.2717667e-06
ERR1383845,0.9999927,7.2717667e-06
ERR2738886,0.9999927,7.2717667e-06
ERR209235,0.9999927,7.2717667e-06
SRR6394179,0.9999927,7.2717667e-06
SRR3053268,0.9999927,7.2717667e-06
ERR1384952,0.9999927,7.2717667e-06
SRR1948815,0.9999927,7.2717667e-06
SRR995342,0.9999927,7.2717667e-06
ERR443467,0.9999927,7.2717667e-06
SRR3951131,0.9999927,7.2717667e-06
SRR935231,0.9999927,7.2717667e-06
SRR6265387,0.9999927,7.2717667e-06
SRR6409223,0.9999927,7.2717667e-06
SRR5467972,0.9999927,7.2717667e-06
SRR6411631,0.9999927,7.2717667e-06
SRR6265062,0.9999927,7.2717667e-06
DRR048009,0.9999927,7.2717667e-06
ERR501104,0.9999927,7.2717667e-06
ERR2739133,0.9999927,7.2717667e-06
SRR5165820,0.9999927,7.2717667e-06
ERR1313705,0.9999927,7.2717667e-06
SRR996763,0.9999927,7.2717667e-06
ERR2003154,0.9999927,7.2717667e-06
ERR2739292,0.9999927,7.2717667e-06
ERR579592,0.9999927,7.2717667e-06
SRR2658313,0.9999927,7.2717667e-06
SRR4303636,0.9999927,7.2717667e-06
DRR041871,0.9999927,7.2717667e-06
ERR1309913,0.9999927,7.2717667e-06
ERR1913017,0.9999927,7.2717667e-06
ERR866601,0.9999927,7.2717667e-06
ERR501225,0.9999927,7.2717667e-06
ERR866617,0.9999927,7.2717667e-06
SRR3419407,0.9999927,7.2717667e-06
SRR2086940,0.9999927,7.2717667e-06
ERR522620,0.9999927,7.2717667e-06
DRR042905,0.9999927,7.2717667e-06
SRR6408963,0.9999927,7.2717667e-06
ERR1383095,0.9999927,7.2717667e-06
ERR526020,0.9999927,7.2717667e-06
SRR3030563,0.9999927,7.2717667e-06
SRR1922868,0.99999285,7.1525574e-06
SRR6028410,0.9999927,7.2717667e-06
ERR531489,0.9999927,7.2717667e-06
DRR050872,0.9999927,7.2717667e-06
ERR443877,0.9999927,7.2717667e-06
ERR579551,0.9999927,7.2717667e-06
ERR441244,0.9999927,7.2717667e-06
ERR1297727,0.9999927,7.2717667e-06
ERR2511111,0.9999927,7.2717667e-06
DRR043164,0.9999927,7.2717667e-06
SRR7448677,0.9999927,7.2717667e-06
SRR1630936,0.9999927,7.2717667e-06
ERR442009,0.9999927,7.2717667e-06
SRR5155959,0.9999927,7.2717667e-06
SRR3581201,0.9999927,7.2717667e-06
SRR1631499,0.9999927,7.2717667e-06
DRR043748,0.9999927,7.2717667e-06
ERR719101,0.9999927,7.2717667e-06
ERR2738587,0.9999927,7.2717667e-06
SRR3503410,0.9999927,7.2717667e-06
SRR1178327,0.9999927,7.2717667e-06
ERR1385215,0.9999927,7.2717667e-06
SRR995545,0.9999927,7.2717667e-06
ERR1313784,0.9999927,7.2717667e-06
SRR6757664,0.9999927,7.2717667e-06
SRR1923767,0.9999927,7.2717667e-06
DRR043791,0.9999927,7.2717667e-06
SRR5868652,0.9999927,7.2717667e-06
ERR866774,0.9999927,7.2717667e-06
ERR719201,0.9999927,7.2717667e-06
SRR6309260,0.9999927,7.2717667e-06
SRR5868821,0.9999927,7.2717667e-06
ERR441197,0.9999927,7.2717667e-06
SRR6394129,0.9999927,7.2717667e-06
SRR1949139,0.9999927,7.2717667e-06
ERR499132,0.9999927,7.2717667e-06
SRR1461077,0.9999927,7.2717667e-06
SRR5942089,0.99999285,7.1525574e-06
ERR719607,0.9999927,7.2717667e-06
ERR2739062,0.9999927,7.2717667e-06
ERR1311339,0.9999927,7.2717667e-06
SRR5467758,0.9999927,7.2717667e-06
SRR1145402,0.9999927,7.2717667e-06
ERR209176,0.9999927,7.2717667e-06
SRR6264995,0.9999927,7.2717667e-06
SRR1617835,0.9999927,7.2717667e-06
ERR107092,0.9999927,7.2717667e-06
ERR1315373,0.9999927,7.2717667e-06
ERR719206,0.9999927,7.2717667e-06
ERR2511382,0.9999927,7.2717667e-06
SRR6411655,0.9999927,7.2717667e-06
SRR2046666,0.9999927,7.2717667e-06
SRR6414132,0.9999927,7.2717667e-06
SRR5468050,0.9999927,7.2717667e-06
SRR8484792,0.9999927,7.2717667e-06
SRR7453964,0.9999927,7.2717667e-06
SRR1631713,0.9999927,7.2717667e-06
ERR560957,0.9999927,7.2717667e-06
ERR494355,0.9999927,7.2717667e-06
SRR5165942,0.9999927,7.2717667e-06
ERR1383078,0.9999927,7.2717667e-06
SRR2761179,0.9999927,7.2717667e-06
SRR7453720,0.9999927,7.2717667e-06
ERR209681,0.9999927,7.2717667e-06
SRR3053327,0.9999927,7.2717667e-06
ERR531910,0.99999285,7.1525574e-06
SRR921037,0.9999927,7.2717667e-06
ERR441756,0.9999927,7.2717667e-06
SRR5196372,0.9999927,7.2717667e-06
ERR3006046,0.9999927,7.2717667e-06
SRR2145414,0.9999927,7.2717667e-06
SRR5467558,0.9999927,7.2717667e-06
ERR1529690,0.9999927,7.2717667e-06
SRR1704162,0.9999927,7.2717667e-06
SRR2154897,0.9999927,7.2717667e-06
SRR1617948,0.9999927,7.2717667e-06
SRR3503270,0.9999927,7.2717667e-06
SRR1617925,0.9999927,7.2717667e-06
SRR6038378,0.9999927,7.2717667e-06
ERR499263,0.9999927,7.2717667e-06
ERR2538520,0.9999927,7.2717667e-06
ERR2095563,0.9999927,7.2717667e-06
ERR866647,0.9999927,7.2717667e-06
SRR5525208,0.9999927,7.2717667e-06
SRR2658269,0.9999927,7.2717667e-06
ERR139023,0.9999927,7.2717667e-06
SRR6931491,0.9999927,7.2717667e-06
ERR500061,0.9999926,7.390976e-06
DRR047765,0.9999927,7.2717667e-06
SRR6413833,0.9999927,7.2717667e-06
ERR442015,0.9999927,7.2717667e-06
SRR6264238,0.9999926,7.390976e-06
ERR1913254,0.9999927,7.2717667e-06
ERR441809,0.9999927,7.2717667e-06
SRR6408646,0.9999927,7.2717667e-06
ERR522279,0.9999927,7.2717667e-06
SRR2658323,0.9999927,7.2717667e-06
ERR1385009,0.9999927,7.2717667e-06
SRR3586062,0.9999927,7.2717667e-06
ERR2666909,0.9999927,7.2717667e-06
SRR5156111,0.9999927,7.2717667e-06
ERR532181,0.9999927,7.2717667e-06
SRR7449490,0.9999927,7.2717667e-06
ERR1313634,0.9999927,7.2717667e-06
ERR532225,0.9999927,7.2717667e-06
SRR996742,0.9999927,7.2717667e-06
ERR1310143,0.9999927,7.2717667e-06
ERR719624,0.9999927,7.2717667e-06
ERR1913038,0.9999927,7.2717667e-06
ERR2739180,0.9999927,7.2717667e-06
SRR6932412,0.9999927,7.2717667e-06
SRR3361698,0.9999927,7.2717667e-06
SRR5869483,0.9999927,7.2717667e-06
ERR1384606,0.9999927,7.2717667e-06
ERR501326,0.9999927,7.2717667e-06
ERR719958,0.9999927,7.2717667e-06
SRR6386078,0.9999927,7.2717667e-06
SRR995506,0.9999927,7.2717667e-06
SRR6309270,0.9999927,7.2717667e-06
SRR7453239,0.9999927,7.2717667e-06
ERR1912969,0.9999927,7.2717667e-06
ERR531546,0.9999927,7.2717667e-06
SRR920730,0.9999927,7.2717667e-06
ERR499881,0.9999927,7.2717667e-06
ERR498790,0.9999927,7.2717667e-06
SRR2046634,0.9999927,7.2717667e-06
SRR6412036,0.9999927,7.2717667e-06
DRR041938,0.9999927,7.2717667e-06
SRR996939,0.9999927,7.2717667e-06
ERR1310850,0.9999927,7.2717667e-06
SRR3095004,0.9999927,7.2717667e-06
SRR3362071,0.9999927,7.2717667e-06
SRR7448577,0.9999927,7.2717667e-06
ERR501011,0.9999927,7.2717667e-06
SRR3053321,0.9999927,7.2717667e-06
SRR7449288,0.9999927,7.2717667e-06
SRR6411838,0.9999927,7.2717667e-06
DRR030553,0.9999927,7.2717667e-06
SRR5983381,0.9999927,7.2717667e-06
ERR1313491,0.99999285,7.1525574e-06
SRR6038261,0.9999927,7.2717667e-06
SRR5155816,0.9999927,7.2717667e-06
ERR441065,0.9999927,7.2717667e-06
ERR2511232,0.9999927,7.2717667e-06
ERR1960632,0.9999927,7.2717667e-06
ERR983890,0.9999927,7.2717667e-06
SRR6265474,0.9999927,7.2717667e-06
DRR060315,0.9999927,7.2717667e-06
DRR050918,0.9999927,7.2717667e-06
ERR1311177,0.9999927,7.2717667e-06
SRR1624806,0.9999927,7.2717667e-06
ERR1331827,0.9999927,7.2717667e-06
DRR014360,0.9999927,7.2717667e-06
ERR883596,0.9999927,7.2717667e-06
SRR2086900,0.9999927,7.2717667e-06
SRR7453902,0.9999927,7.2717667e-06
ERR1384403,0.9999927,7.2717667e-06
SRR5415610,0.9999927,7.2717667e-06
SRR6028389,0.9999927,7.2717667e-06
SRR1145361,0.9999927,7.2717667e-06
ERR1624637,0.9999927,7.2717667e-06
SRR3362266,0.9999927,7.2717667e-06
SRR3030538,0.9999927,7.2717667e-06
ERR500461,0.9999927,7.2717667e-06
SRR6411560,0.9999927,7.2717667e-06
ERR1384665,0.9999927,7.2717667e-06
SRR6394178,0.9999927,7.2717667e-06
ERR883397,0.9999927,7.2717667e-06
ERR1385341,0.9999927,7.2717667e-06
SRR5947942,0.9999927,7.2717667e-06
ERR2286325,0.9999927,7.2717667e-06
SRR7454084,0.9999927,7.2717667e-06
ERR1310024,0.9999927,7.2717667e-06
ERR2538353,0.9999927,7.2717667e-06
DRR047725,0.9999927,7.2717667e-06
SRR6028419,0.9999927,7.2717667e-06
SRR3094978,0.9999927,7.2717667e-06
ERR1297666,0.9999927,7.2717667e-06
SRR1950753,0.9999927,7.2717667e-06
ERR2730284,0.9999927,7.2717667e-06
SRR6444667,0.9999927,7.2717667e-06
SRR1299266,0.9999927,7.2717667e-06
ERR3005984,0.99999267,7.3313713e-06
ERR498697,0.9999927,7.2717667e-06
SRR5831879,0.9999927,7.2717667e-06
SRR5643940,0.9999927,7.2717667e-06
ERR1331809,0.9999927,7.2717667e-06
ERR525874,0.9999927,7.2717667e-06
ERR1385256,0.9999927,7.2717667e-06
SRR2923380,0.9999927,7.2717667e-06
DRR043955,0.9999927,7.2717667e-06
ERR499593,0.9999927,7.2717667e-06
DRR043753,0.9999927,7.2717667e-06
SRR6451794,0.9999927,7.2717667e-06
ERR1382570,0.9999927,7.2717667e-06
SRR1633146,0.9999927,7.2717667e-06
ERR1384669,0.9999927,7.2717667e-06
ERR500599,0.9999927,7.2717667e-06
SRR3503182,0.9999927,7.2717667e-06
SRR957754,0.9999927,7.2717667e-06
SRR3951195,0.9999927,7.2717667e-06
ERR2739102,0.9999927,7.2717667e-06
DRR024123,0.9999927,7.2717667e-06
ERR1315592,0.9999927,7.2717667e-06
ERR1382578,0.9999927,7.2717667e-06
SRR5155882,0.9999927,7.2717667e-06
SRR6264789,0.9999927,7.2717667e-06
SRR6413872,0.9999927,7.2717667e-06
SRR1581187,0.9999927,7.2717667e-06
SRR1660160,0.9999927,7.2717667e-06
ERR499090,0.9999927,7.2717667e-06
SRR6409003,0.9999927,7.2717667e-06
ERR1383563,0.9999927,7.2717667e-06
ERR1811179,0.9999927,7.2717667e-06
SRR2658147,0.9999927,7.2717667e-06
SRR3951188,0.9999927,7.2717667e-06
ERR1313345,0.9999927,7.2717667e-06
SRR2924478,0.9999927,7.2717667e-06
SRR920207,0.9999927,7.2717667e-06
DRR043836,0.9999927,7.2717667e-06
ERR1311532,0.9999927,7.2717667e-06
ERR365864,0.9999927,7.2717667e-06
ERR1558887,0.9999927,7.2717667e-06
ERR209574,0.9999927,7.2717667e-06
SRR1704610,0.9999927,7.2717667e-06
ERR209330,0.9999927,7.2717667e-06
ERR209296,0.9999927,7.2717667e-06
ERR498885,0.9999927,7.2717667e-06
SRR1704730,0.9999927,7.2717667e-06
ERR531723,0.9999926,7.390976e-06
SRR3094955,0.9999927,7.2717667e-06
ERR2511138,0.9999927,7.2717667e-06
SRR3581203,0.9999927,7.2717667e-06
ERR2730203,0.9999927,7.2717667e-06
ERR867360,0.9999927,7.2717667e-06
SRR6408996,0.9999927,7.2717667e-06
ERR2738585,0.9999927,7.2717667e-06
SRR6411953,0.9999927,7.2717667e-06
ERR500213,0.9999927,7.2717667e-06
ERR1760139,0.9999927,7.2717667e-06
SRR6390401,0.9999927,7.2717667e-06
ERR719128,0.99999285,7.1525574e-06
SRR995594,0.9999927,7.2717667e-06
DRR044003,0.9999927,7.2717667e-06
ERR531475,0.9999927,7.2717667e-06
SRR7453565,0.9999927,7.2717667e-06
SRR3419404,0.9999927,7.2717667e-06
ERR720203,0.9999927,7.2717667e-06
ERR719685,0.9999927,7.2717667e-06
ERR525771,0.9999927,7.2717667e-06
SRR1583601,0.9999927,7.2717667e-06
ERR1384338,0.9999927,7.2717667e-06
ERR531568,0.9999927,7.2717667e-06
ERR500166,0.9999927,7.2717667e-06
ERR2511209,0.9999927,7.2717667e-06
ERR525881,0.9999927,7.2717667e-06
DRR047813,0.9999927,7.2717667e-06
ERR444723,0.9999927,7.2717667e-06
SRR6408857,0.9999927,7.2717667e-06
SRR3053328,0.9999927,7.2717667e-06
ERR1384696,0.9999927,7.2717667e-06
SRR5196280,0.9999927,7.2717667e-06
ERR2011927,0.9999927,7.2717667e-06
ERR561171,0.9999927,7.2717667e-06
SRR921015,0.9999927,7.2717667e-06
ERR561410,0.9999927,7.2717667e-06
SRR1948869,0.9999927,7.2717667e-06
